Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx30G -XX:ParallelGCThreads=4 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar GenotypeGVCFs -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -L chr4 -V called.chr4.recal.g.vcf.gz -O genotype.chr4.vcf.gz
00:32:53.636 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
00:32:53.938 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:53.942 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.5.0.0
00:32:53.942 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
00:32:53.943 INFO  GenotypeGVCFs - Executing as andrew@compute-0-2 on Linux v5.15.0-102-generic amd64
00:32:53.943 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
00:32:53.943 INFO  GenotypeGVCFs - Start Date/Time: May 4, 2024 at 12:32:53 AM UTC
00:32:53.943 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:53.943 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:53.945 INFO  GenotypeGVCFs - HTSJDK Version: 4.1.0
00:32:53.945 INFO  GenotypeGVCFs - Picard Version: 3.1.1
00:32:53.945 INFO  GenotypeGVCFs - Built for Spark Version: 3.5.0
00:32:53.946 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
00:32:53.946 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
00:32:53.946 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
00:32:53.947 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
00:32:53.947 INFO  GenotypeGVCFs - Deflater: IntelDeflater
00:32:53.947 INFO  GenotypeGVCFs - Inflater: IntelInflater
00:32:53.947 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
00:32:53.947 INFO  GenotypeGVCFs - Requester pays: disabled
00:32:53.949 INFO  GenotypeGVCFs - Initializing engine
00:32:54.510 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/analysis_onelane/called.chr4.recal.g.vcf.gz
00:32:54.834 INFO  IntervalArgumentCollection - Processing 190214555 bp from intervals
00:32:54.896 INFO  GenotypeGVCFs - Done initializing engine
00:32:55.102 INFO  ProgressMeter - Starting traversal
00:32:55.103 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
00:38:15.552 INFO  ProgressMeter -        chr4:99750347              5.3              13722000        2569270.0
00:38:25.553 INFO  ProgressMeter -       chr4:102743289              5.5              14172000        2573218.3
00:38:35.578 INFO  ProgressMeter -       chr4:105561850              5.7              14623000        2576929.3
00:38:45.593 INFO  ProgressMeter -       chr4:108708325              5.8              15079000        2581357.5
00:38:55.594 INFO  ProgressMeter -       chr4:111770607              6.0              15525000        2583975.7
00:39:05.601 INFO  ProgressMeter -       chr4:114659522              6.2              15975000        2587058.5
00:39:15.608 INFO  ProgressMeter -       chr4:117893207              6.3              16415000        2588402.3
00:39:25.608 INFO  ProgressMeter -       chr4:120892345              6.5              16851000        2589109.0
00:39:35.624 INFO  ProgressMeter -       chr4:123694931              6.7              17297000        2591175.0
00:39:45.627 INFO  ProgressMeter -       chr4:127102557              6.8              17739000        2592644.0
00:39:55.628 INFO  ProgressMeter -       chr4:130174472              7.0              18187000        2594899.2
00:40:05.637 INFO  ProgressMeter -       chr4:133548781              7.2              18629000        2596171.3
00:40:15.645 INFO  ProgressMeter -       chr4:136882810              7.3              19074000        2597800.0
00:40:25.646 INFO  ProgressMeter -       chr4:139857194              7.5              19513000        2598597.7
00:40:35.659 INFO  ProgressMeter -       chr4:142908234              7.7              19956000        2599814.1
00:40:45.674 INFO  ProgressMeter -       chr4:145984159              7.8              20404000        2601605.3
00:40:55.680 INFO  ProgressMeter -       chr4:148808026              8.0              20855000        2603745.1
00:41:05.696 INFO  ProgressMeter -       chr4:151868734              8.2              21305000        2605627.5
00:41:15.713 INFO  ProgressMeter -       chr4:154780543              8.3              21753000        2607179.2
00:41:25.724 INFO  ProgressMeter -       chr4:157936143              8.5              22193000        2607765.8
00:41:35.726 INFO  ProgressMeter -       chr4:160882653              8.7              22634000        2608490.2
00:41:45.737 INFO  ProgressMeter -       chr4:164069659              8.8              23070000        2608577.7
00:41:55.753 INFO  ProgressMeter -       chr4:167326584              9.0              23506000        2608637.8
00:42:05.756 INFO  ProgressMeter -       chr4:170144739              9.2              23948000        2609415.7
00:42:15.762 INFO  ProgressMeter -       chr4:173318607              9.3              24389000        2610040.3
00:42:25.766 INFO  ProgressMeter -       chr4:176305773              9.5              24830000        2610652.2
00:42:35.767 INFO  ProgressMeter -       chr4:179598487              9.7              25263000        2610429.8
00:42:45.770 INFO  ProgressMeter -       chr4:182621032              9.8              25692000        2609795.4
00:42:55.784 INFO  ProgressMeter -       chr4:185384620             10.0              26124000        2609438.3
00:43:05.793 INFO  ProgressMeter -       chr4:188870062             10.2              26550000        2608524.8
00:43:09.220 INFO  ProgressMeter -       chr4:190179857             10.2              26688587        2607508.4
00:43:09.221 INFO  ProgressMeter - Traversal complete. Processed 26688587 total variants in 10.2 minutes.
00:43:09.342 INFO  GenotypeGVCFs - Shutting down engine
[May 4, 2024 at 12:43:09 AM UTC] org.broadinstitute.hellbender.tools.walkers.GenotypeGVCFs done. Elapsed time: 10.26 minutes.
Runtime.totalMemory()=654311424
Stage 5: Genotyped chrom
