Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx30G -XX:ParallelGCThreads=4 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar GenotypeGVCFs -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -L chr3 -V called.chr3.recal.g.vcf.gz -O genotype.chr3.vcf.gz
00:32:53.853 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
00:32:54.069 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.073 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.5.0.0
00:32:54.073 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
00:32:54.073 INFO  GenotypeGVCFs - Executing as andrew@compute-0-2 on Linux v5.15.0-102-generic amd64
00:32:54.074 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
00:32:54.074 INFO  GenotypeGVCFs - Start Date/Time: May 4, 2024 at 12:32:53 AM UTC
00:32:54.074 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.074 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.076 INFO  GenotypeGVCFs - HTSJDK Version: 4.1.0
00:32:54.076 INFO  GenotypeGVCFs - Picard Version: 3.1.1
00:32:54.076 INFO  GenotypeGVCFs - Built for Spark Version: 3.5.0
00:32:54.077 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
00:32:54.077 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
00:32:54.077 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
00:32:54.078 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
00:32:54.078 INFO  GenotypeGVCFs - Deflater: IntelDeflater
00:32:54.078 INFO  GenotypeGVCFs - Inflater: IntelInflater
00:32:54.078 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
00:32:54.078 INFO  GenotypeGVCFs - Requester pays: disabled
00:32:54.080 INFO  GenotypeGVCFs - Initializing engine
00:32:54.624 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/analysis_onelane/called.chr3.recal.g.vcf.gz
00:32:54.920 INFO  IntervalArgumentCollection - Processing 198295559 bp from intervals
00:32:54.986 INFO  GenotypeGVCFs - Done initializing engine
00:32:55.164 INFO  ProgressMeter - Starting traversal
00:32:55.166 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
00:38:15.482 INFO  ProgressMeter -       chr3:103476849              5.3              14854000        2782377.4
00:38:25.486 INFO  ProgressMeter -       chr3:106725216              5.5              15323000        2783309.5
00:38:35.505 INFO  ProgressMeter -       chr3:110062934              5.7              15799000        2785281.7
00:38:45.521 INFO  ProgressMeter -       chr3:113348527              5.8              16269000        2786153.4
00:38:55.535 INFO  ProgressMeter -       chr3:116499528              6.0              16759000        2790314.3
00:39:05.555 INFO  ProgressMeter -       chr3:119692829              6.2              17237000        2792261.1
00:39:15.555 INFO  ProgressMeter -       chr3:122773639              6.3              17721000        2795198.6
00:39:25.562 INFO  ProgressMeter -       chr3:125782907              6.5              18202000        2797467.2
00:39:35.562 INFO  ProgressMeter -       chr3:129241556              6.7              18682000        2799528.5
00:39:45.579 INFO  ProgressMeter -       chr3:132495989              6.8              19157000        2800642.3
00:39:55.595 INFO  ProgressMeter -       chr3:135576791              7.0              19634000        2801995.1
00:40:05.608 INFO  ProgressMeter -       chr3:138807329              7.2              20118000        2804280.3
00:40:15.611 INFO  ProgressMeter -       chr3:141904513              7.3              20601000        2806389.0
00:40:25.621 INFO  ProgressMeter -       chr3:145095134              7.5              21083000        2808227.2
00:40:35.623 INFO  ProgressMeter -       chr3:148632100              7.7              21561000        2809513.2
00:40:45.632 INFO  ProgressMeter -       chr3:151689372              7.8              22045000        2811467.8
00:40:55.632 INFO  ProgressMeter -       chr3:154904619              8.0              22524000        2812769.3
00:41:05.637 INFO  ProgressMeter -       chr3:158083824              8.2              23014000        2815334.6
00:41:15.649 INFO  ProgressMeter -       chr3:161227277              8.3              23498000        2817038.7
00:41:25.651 INFO  ProgressMeter -       chr3:164867931              8.5              23964000        2816615.6
00:41:35.653 INFO  ProgressMeter -       chr3:168415080              8.7              24448000        2818283.6
00:41:45.666 INFO  ProgressMeter -       chr3:171444661              8.8              24935000        2820175.0
00:41:55.665 INFO  ProgressMeter -       chr3:174769222              9.0              25416000        2821392.8
00:42:05.667 INFO  ProgressMeter -       chr3:178211779              9.2              25896000        2822447.2
00:42:15.678 INFO  ProgressMeter -       chr3:181566115              9.3              26391000        2825024.3
00:42:25.691 INFO  ProgressMeter -       chr3:184936702              9.5              26878000        2826659.7
00:42:35.703 INFO  ProgressMeter -       chr3:188083787              9.7              27356000        2827318.2
00:42:45.710 INFO  ProgressMeter -       chr3:191184156              9.8              27828000        2827364.0
00:42:55.729 INFO  ProgressMeter -       chr3:194380113             10.0              28301000        2827446.9
00:43:05.740 INFO  ProgressMeter -       chr3:197666796             10.2              28771000        2827278.6
00:43:07.249 INFO  ProgressMeter -       chr3:198174677             10.2              28845394        2827596.3
00:43:07.249 INFO  ProgressMeter - Traversal complete. Processed 28845394 total variants in 10.2 minutes.
00:43:07.304 INFO  GenotypeGVCFs - Shutting down engine
[May 4, 2024 at 12:43:07 AM UTC] org.broadinstitute.hellbender.tools.walkers.GenotypeGVCFs done. Elapsed time: 10.23 minutes.
Runtime.totalMemory()=788529152
Stage 5: Genotyped chrom
