Stage 2: Starting BQSR for SRR10286930.sorted.dedupe.bam
Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx20G -XX:+UseParallelGC -XX:ParallelGCThreads=10 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar BaseRecalibrator -L /export/home/andrew/genome/hg38_v0_20231023/wgs_coverage_regions.hg38.interval_list -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -I SRR10286930.sorted.dedupe.bam --known-sites /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.dbsnp138.vcf --known-sites /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.known_indels.vcf.gz --known-sites /export/home/andrew/genome/hg38_v0_20231023/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz -O SRR10286930.sorted.dedupe.recal_data.table
01:33:11.366 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
01:33:23.689 INFO  BaseRecalibrator - ------------------------------------------------------------
01:33:23.699 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.5.0.0
01:33:23.700 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
01:33:23.701 INFO  BaseRecalibrator - Executing as andrew@compute-0-5 on Linux v5.15.0-75-generic amd64
01:33:23.701 INFO  BaseRecalibrator - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
01:33:23.702 INFO  BaseRecalibrator - Start Date/Time: May 3, 2024 at 1:33:09 AM UTC
01:33:23.702 INFO  BaseRecalibrator - ------------------------------------------------------------
01:33:23.702 INFO  BaseRecalibrator - ------------------------------------------------------------
01:33:23.704 INFO  BaseRecalibrator - HTSJDK Version: 4.1.0
01:33:23.704 INFO  BaseRecalibrator - Picard Version: 3.1.1
01:33:23.704 INFO  BaseRecalibrator - Built for Spark Version: 3.5.0
01:33:23.705 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
01:33:23.705 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
01:33:23.706 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
01:33:23.706 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
01:33:23.706 INFO  BaseRecalibrator - Deflater: IntelDeflater
01:33:23.706 INFO  BaseRecalibrator - Inflater: IntelInflater
01:33:23.707 INFO  BaseRecalibrator - GCS max retries/reopens: 20
01:33:23.707 INFO  BaseRecalibrator - Requester pays: disabled
01:33:23.708 INFO  BaseRecalibrator - Initializing engine
01:33:25.694 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.dbsnp138.vcf
01:33:35.697 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.known_indels.vcf.gz
01:33:39.674 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz
01:33:43.430 INFO  FeatureManager - Using codec IntervalListCodec to read file file:///export/home/andrew/genome/hg38_v0_20231023/wgs_coverage_regions.hg38.interval_list
01:33:44.442 INFO  IntervalArgumentCollection - Processing 2875001522 bp from intervals
01:33:44.583 INFO  BaseRecalibrator - Done initializing engine
01:33:44.593 INFO  BaseRecalibrationEngine - The covariates being used here: 
01:33:44.593 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
01:33:44.593 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
01:33:44.593 INFO  BaseRecalibrationEngine - 	ContextCovariate
01:33:44.593 INFO  BaseRecalibrationEngine - 	CycleCovariate
01:33:45.067 INFO  ProgressMeter - Starting traversal
01:33:45.068 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
01:42:53.590 INFO  ProgressMeter -        chr1:58645046              9.1               2494000         272805.8
01:43:03.746 INFO  ProgressMeter -        chr1:60529104              9.3               2565000         275472.2
01:43:14.153 INFO  ProgressMeter -        chr1:62089550              9.5               2622000         276443.8
01:43:24.177 INFO  ProgressMeter -        chr1:63878500              9.7               2690000         278704.5
01:43:34.295 INFO  ProgressMeter -        chr1:66268366              9.8               2782000         283286.9
01:43:44.576 INFO  ProgressMeter -        chr1:68247983             10.0               2861000         286334.8
01:43:54.762 INFO  ProgressMeter -        chr1:70097748             10.2               2927000         288046.1
01:44:04.810 INFO  ProgressMeter -        chr1:72147179             10.3               3001000         290540.7
01:44:15.015 INFO  ProgressMeter -        chr1:73914914             10.5               3057000         291167.8
01:44:25.206 INFO  ProgressMeter -        chr1:75131365             10.7               3103000         290843.5
01:44:35.462 INFO  ProgressMeter -        chr1:76495027             10.8               3153000         290869.8
01:44:45.666 INFO  ProgressMeter -        chr1:77607354             11.0               3196000         290282.4
01:44:55.928 INFO  ProgressMeter -        chr1:79066032             11.2               3252000         290850.6
01:45:06.090 INFO  ProgressMeter -        chr1:80236333             11.4               3293000         290122.8
01:45:16.123 INFO  ProgressMeter -        chr1:82196505             11.5               3362000         291901.9
01:45:26.179 INFO  ProgressMeter -        chr1:84082067             11.7               3429000         293448.5
01:45:36.219 INFO  ProgressMeter -        chr1:85899403             11.9               3499000         295212.0
01:45:46.799 INFO  ProgressMeter -        chr1:87254955             12.0               3550000         295123.8
01:45:56.820 INFO  ProgressMeter -        chr1:88832759             12.2               3615000         296411.9
01:46:07.234 INFO  ProgressMeter -        chr1:90100443             12.4               3667000         296456.6
01:46:17.652 INFO  ProgressMeter -        chr1:92112110             12.5               3740000         298172.7
01:46:28.005 INFO  ProgressMeter -        chr1:93155706             12.7               3782000         297429.5
01:46:38.244 INFO  ProgressMeter -        chr1:94501899             12.9               3835000         297603.7
01:46:48.593 INFO  ProgressMeter -        chr1:95857437             13.1               3883000         297348.5
01:46:58.615 INFO  ProgressMeter -        chr1:97078751             13.2               3928000         296995.6
01:47:08.811 INFO  ProgressMeter -        chr1:98460609             13.4               3979000         297035.2
01:47:18.975 INFO  ProgressMeter -       chr1:100184520             13.6               4045000         298191.3
01:47:29.307 INFO  ProgressMeter -       chr1:101738629             13.7               4109000         299112.3
01:47:39.663 INFO  ProgressMeter -       chr1:103849702             13.9               4176000         300217.5
01:47:49.804 INFO  ProgressMeter -       chr1:105332526             14.1               4227000         300235.8
01:47:59.924 INFO  ProgressMeter -       chr1:107405148             14.2               4300000         301805.2
01:48:10.139 INFO  ProgressMeter -       chr1:108880127             14.4               4352000         301848.4
01:48:20.219 INFO  ProgressMeter -       chr1:110619947             14.6               4416000         302759.5
01:48:30.265 INFO  ProgressMeter -       chr1:112467139             14.8               4491000         304406.8
01:48:40.375 INFO  ProgressMeter -       chr1:113693243             14.9               4536000         303985.1
01:48:50.778 INFO  ProgressMeter -       chr1:114813036             15.1               4578000         303276.2
01:49:00.812 INFO  ProgressMeter -       chr1:116146114             15.3               4629000         303294.7
01:49:10.939 INFO  ProgressMeter -       chr1:117290418             15.4               4674000         302893.2
01:49:21.626 INFO  ProgressMeter -       chr1:118143156             15.6               4706000         301487.3
01:49:31.644 INFO  ProgressMeter -       chr1:119777102             15.8               4767000         302163.1
01:49:41.828 INFO  ProgressMeter -       chr1:121404126             15.9               4804000         301267.1
01:49:51.831 INFO  ProgressMeter -       chr1:122879015             16.1               4846000         300756.5
01:50:02.008 INFO  ProgressMeter -       chr1:123421143             16.3               4882000         299834.2
01:50:12.138 INFO  ProgressMeter -       chr1:123890162             16.5               4916000         298824.1
01:50:22.153 INFO  ProgressMeter -       chr1:124420853             16.6               4958000         298349.7
01:50:32.229 INFO  ProgressMeter -       chr1:125082582             16.8               5012000         298581.9
01:50:42.314 INFO  ProgressMeter -       chr1:125179226             17.0               5035000         296978.3
01:50:52.479 INFO  ProgressMeter -       chr1:125180089             17.1               5067000         295908.8
01:51:02.735 INFO  ProgressMeter -       chr1:125180467             17.3               5107000         295297.0
01:51:12.959 INFO  ProgressMeter -       chr1:125182933             17.5               5133000         293904.9
01:51:24.943 INFO  ProgressMeter -       chr1:143190037             17.7               5148000         291430.6
01:51:35.271 INFO  ProgressMeter -       chr1:143193349             17.8               5162000         289403.0
01:51:45.358 INFO  ProgressMeter -       chr1:143194951             18.0               5169000         287089.6
01:51:56.245 INFO  ProgressMeter -       chr1:143206261             18.2               5185000         285105.0
01:52:07.038 INFO  ProgressMeter -       chr1:143214514             18.4               5210000         283673.8
01:52:17.240 INFO  ProgressMeter -       chr1:143217297             18.5               5237000         282528.2
01:52:27.377 INFO  ProgressMeter -       chr1:143220081             18.7               5261000         281259.4
01:52:37.882 INFO  ProgressMeter -       chr1:143227815             18.9               5279000         279604.8
01:52:48.365 INFO  ProgressMeter -       chr1:143235934             19.1               5293000         277775.6
01:52:58.751 INFO  ProgressMeter -       chr1:143241868             19.2               5309000         276107.0
01:53:09.046 INFO  ProgressMeter -       chr1:143252928             19.4               5320000         274232.0
01:53:19.470 INFO  ProgressMeter -       chr1:143256460             19.6               5342000         272921.9
01:53:30.067 INFO  ProgressMeter -       chr1:143262749             19.7               5351000         270936.9
01:53:40.530 INFO  ProgressMeter -       chr1:143265906             19.9               5382000         270121.7
01:53:50.660 INFO  ProgressMeter -       chr1:144104065             20.1               5405000         268996.5
01:54:00.764 INFO  ProgressMeter -       chr1:145517352             20.3               5424000         267698.7
01:54:10.851 INFO  ProgressMeter -       chr1:147314359             20.4               5472000         267845.1
01:54:21.264 INFO  ProgressMeter -       chr1:148884078             20.6               5515000         267676.2
01:54:31.332 INFO  ProgressMeter -       chr1:150825107             20.8               5570000         268161.5
01:54:41.650 INFO  ProgressMeter -       chr1:152454953             20.9               5632000         268920.0
01:54:51.735 INFO  ProgressMeter -       chr1:153916159             21.1               5691000         269573.6
01:55:02.570 INFO  ProgressMeter -       chr1:155208798             21.3               5749000         270011.3
01:55:13.184 INFO  ProgressMeter -       chr1:156200161             21.5               5786000         269510.1
01:55:23.214 INFO  ProgressMeter -       chr1:157211688             21.6               5826000         269276.3
01:55:33.231 INFO  ProgressMeter -       chr1:158520562             21.8               5876000         269507.7
01:55:44.113 INFO  ProgressMeter -       chr1:160211303             22.0               5944000         270377.4
01:55:54.449 INFO  ProgressMeter -       chr1:161772695             22.2               6005000         271028.4
01:56:04.450 INFO  ProgressMeter -       chr1:163392095             22.3               6072000         272006.2
01:56:15.287 INFO  ProgressMeter -       chr1:165221825             22.5               6136000         272667.1
01:56:25.328 INFO  ProgressMeter -       chr1:166956237             22.7               6200000         273477.3
01:56:35.445 INFO  ProgressMeter -       chr1:168809960             22.8               6277000         274829.5
01:56:45.491 INFO  ProgressMeter -       chr1:170389731             23.0               6338000         275480.8
01:56:55.769 INFO  ProgressMeter -       chr1:172132601             23.2               6403000         276249.2
01:57:05.793 INFO  ProgressMeter -       chr1:173515417             23.3               6459000         276671.2
01:57:15.921 INFO  ProgressMeter -       chr1:174541929             23.5               6499000         276386.0
01:57:26.317 INFO  ProgressMeter -       chr1:175477914             23.7               6536000         275926.5
01:57:36.437 INFO  ProgressMeter -       chr1:176398008             23.9               6574000         275568.5
01:57:46.750 INFO  ProgressMeter -       chr1:178080077             24.0               6633000         276052.6
01:57:57.002 INFO  ProgressMeter -       chr1:180052581             24.2               6710000         277285.3
01:58:07.043 INFO  ProgressMeter -       chr1:181483835             24.4               6771000         277884.4
01:58:17.195 INFO  ProgressMeter -       chr1:183150043             24.5               6834000         278535.8
01:58:27.269 INFO  ProgressMeter -       chr1:184785395             24.7               6899000         279274.1
01:58:37.697 INFO  ProgressMeter -       chr1:186394254             24.9               6961000         279815.0
01:58:47.732 INFO  ProgressMeter -       chr1:188329471             25.0               7033000         280821.3
01:58:58.176 INFO  ProgressMeter -       chr1:190199802             25.2               7094000         281302.0
01:59:08.195 INFO  ProgressMeter -       chr1:191708319             25.4               7146000         281499.8
01:59:18.407 INFO  ProgressMeter -       chr1:193246167             25.6               7206000         281972.9
01:59:28.424 INFO  ProgressMeter -       chr1:194912837             25.7               7268000         282553.1
01:59:38.941 INFO  ProgressMeter -       chr1:196072022             25.9               7309000         282223.8
01:59:49.217 INFO  ProgressMeter -       chr1:197472860             26.1               7359000         282287.7
01:59:59.251 INFO  ProgressMeter -       chr1:199692719             26.2               7445000         283766.4
02:00:09.273 INFO  ProgressMeter -       chr1:201347092             26.4               7525000         285001.2
02:00:19.361 INFO  ProgressMeter -       chr1:202695410             26.6               7603000         286133.1
02:00:29.763 INFO  ProgressMeter -       chr1:204251285             26.7               7672000         286858.3
02:00:39.772 INFO  ProgressMeter -       chr1:206180726             26.9               7770000         288721.6
02:00:50.199 INFO  ProgressMeter -       chr1:207505093             27.1               7835000         289269.2
02:01:00.246 INFO  ProgressMeter -       chr1:209697486             27.3               7918000         290537.2
02:01:10.809 INFO  ProgressMeter -       chr1:211257313             27.4               7992000         291370.3
02:01:20.905 INFO  ProgressMeter -       chr1:213436765             27.6               8079000         292746.4
02:01:30.920 INFO  ProgressMeter -       chr1:215017513             27.8               8136000         293039.2
02:01:41.065 INFO  ProgressMeter -       chr1:216071455             27.9               8172000         292554.2
02:01:52.338 INFO  ProgressMeter -       chr1:217167429             28.1               8208000         291879.8
02:02:02.563 INFO  ProgressMeter -       chr1:219312897             28.3               8286000         292878.6
02:02:12.824 INFO  ProgressMeter -       chr1:221278995             28.5               8357000         293613.5
02:02:23.043 INFO  ProgressMeter -       chr1:223360338             28.6               8437000         294660.9
02:02:33.926 INFO  ProgressMeter -       chr1:225281292             28.8               8511000         295374.2
02:02:43.996 INFO  ProgressMeter -       chr1:227072206             29.0               8591000         296424.0
02:02:54.030 INFO  ProgressMeter -       chr1:228722213             29.1               8659000         297056.2
02:03:04.067 INFO  ProgressMeter -       chr1:230471188             29.3               8733000         297885.3
02:03:14.101 INFO  ProgressMeter -       chr1:231766774             29.5               8788000         298061.3
02:03:24.116 INFO  ProgressMeter -       chr1:233412006             29.7               8850000         298474.2
02:03:34.224 INFO  ProgressMeter -       chr1:234385773             29.8               8892000         298196.5
02:03:44.629 INFO  ProgressMeter -       chr1:235078310             30.0               8922000         297472.7
02:03:54.856 INFO  ProgressMeter -       chr1:236870790             30.2               8999000         298344.3
02:04:05.116 INFO  ProgressMeter -       chr1:238489903             30.3               9059000         298640.5
02:04:15.425 INFO  ProgressMeter -       chr1:240278304             30.5               9121000         298990.9
02:04:25.507 INFO  ProgressMeter -       chr1:242400713             30.7               9193000         299700.2
02:04:35.697 INFO  ProgressMeter -       chr1:244294049             30.8               9266000         300416.8
02:04:45.808 INFO  ProgressMeter -       chr1:245878008             31.0               9326000         300719.1
02:04:55.812 INFO  ProgressMeter -       chr1:247429865             31.2               9387000         301067.4
02:05:06.058 INFO  ProgressMeter -       chr1:248946022             31.3               9455000         301596.5
02:05:16.443 INFO  ProgressMeter -         chr2:1012507             31.5               9509000         301653.6
02:05:26.701 INFO  ProgressMeter -         chr2:1485986             31.7               9531000         300720.5
02:05:36.727 INFO  ProgressMeter -         chr2:2348363             31.9               9585000         300838.2
02:05:47.536 INFO  ProgressMeter -         chr2:3316090             32.0               9650000         301175.4
02:05:57.640 INFO  ProgressMeter -         chr2:4496295             32.2               9705000         301308.3
02:06:07.715 INFO  ProgressMeter -         chr2:6538055             32.4               9794000         302494.6
02:06:17.748 INFO  ProgressMeter -         chr2:8779440             32.5               9895000         304043.8
02:06:27.756 INFO  ProgressMeter -        chr2:10233715             32.7               9982000         305152.9
02:06:37.792 INFO  ProgressMeter -        chr2:11932242             32.9              10064000         306094.5
02:06:47.939 INFO  ProgressMeter -        chr2:14233310             33.0              10154000         307251.5
02:06:58.059 INFO  ProgressMeter -        chr2:16394898             33.2              10240000         308280.4
02:07:08.152 INFO  ProgressMeter -        chr2:18694694             33.4              10330000         309422.9
02:07:18.214 INFO  ProgressMeter -        chr2:20721036             33.6              10421000         310588.5
02:07:28.248 INFO  ProgressMeter -        chr2:23245271             33.7              10518000         311924.9
02:07:38.303 INFO  ProgressMeter -        chr2:25396982             33.9              10605000         312949.6
02:07:48.415 INFO  ProgressMeter -        chr2:28342243             34.1              10719000         314748.3
02:07:58.443 INFO  ProgressMeter -        chr2:30742418             34.2              10821000         316191.6
02:08:08.650 INFO  ProgressMeter -        chr2:32916236             34.4              10916000         317389.9
02:08:18.772 INFO  ProgressMeter -        chr2:32916376             34.6              10951000         316853.3
02:08:28.977 INFO  ProgressMeter -        chr2:32916463             34.7              10986000         316309.5
02:08:39.140 INFO  ProgressMeter -        chr2:34049073             34.9              11051000         316636.7
02:08:49.207 INFO  ProgressMeter -        chr2:36949374             35.1              11154000         318058.8
02:08:59.234 INFO  ProgressMeter -        chr2:39623106             35.2              11259000         319530.3
02:09:09.313 INFO  ProgressMeter -        chr2:42456885             35.4              11367000         321064.8
02:09:19.337 INFO  ProgressMeter -        chr2:45253825             35.6              11473000         322536.7
02:09:29.351 INFO  ProgressMeter -        chr2:47799745             35.7              11585000         324164.3
02:09:39.395 INFO  ProgressMeter -        chr2:50649270             35.9              11690000         325577.5
02:09:49.451 INFO  ProgressMeter -        chr2:54243130             36.1              11814000         327502.1
02:09:59.547 INFO  ProgressMeter -        chr2:57286621             36.2              11928000         329127.3
02:10:09.603 INFO  ProgressMeter -        chr2:60362407             36.4              12047000         330880.5
02:10:19.605 INFO  ProgressMeter -        chr2:63208242             36.6              12163000         332543.9
02:10:29.830 INFO  ProgressMeter -        chr2:66089393             36.7              12282000         334240.2
02:10:39.847 INFO  ProgressMeter -        chr2:68696558             36.9              12392000         335708.4
02:10:50.048 INFO  ProgressMeter -        chr2:71617732             37.1              12511000         337378.5
02:11:00.076 INFO  ProgressMeter -        chr2:73751258             37.3              12602000         338307.5
02:11:10.112 INFO  ProgressMeter -        chr2:76139037             37.4              12705000         339547.9
02:11:20.246 INFO  ProgressMeter -        chr2:79302180             37.6              12813000         340895.6
02:11:30.289 INFO  ProgressMeter -        chr2:82295881             37.8              12920000         342218.3
02:11:40.308 INFO  ProgressMeter -        chr2:85113660             37.9              13026000         343506.6
02:11:50.349 INFO  ProgressMeter -        chr2:87860226             38.1              13122000         344517.8
02:12:00.390 INFO  ProgressMeter -        chr2:89829200             38.3              13191000         344814.5
02:12:10.523 INFO  ProgressMeter -        chr2:89848779             38.4              13235000         344444.1
02:12:20.552 INFO  ProgressMeter -        chr2:90395814             38.6              13291000         344403.3
02:12:30.611 INFO  ProgressMeter -        chr2:92716573             38.8              13356000         344590.5
02:12:40.627 INFO  ProgressMeter -        chr2:95834529             38.9              13439000         345245.1
02:12:50.631 INFO  ProgressMeter -        chr2:98780696             39.1              13545000         346484.0
