Using GATK jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx30G -XX:ParallelGCThreads=4 -jar /export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar GenotypeGVCFs -R /export/home/andrew/genome/hg38_v0_20231023/Homo_sapiens_assembly38.fasta -L chr1 -V called.chr1.recal.g.vcf.gz -O genotype.chr1.vcf.gz
00:32:54.611 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/export/approved/gatk-4.5.0.0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
00:32:54.832 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.836 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.5.0.0
00:32:54.836 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
00:32:54.836 INFO  GenotypeGVCFs - Executing as andrew@compute-0-2 on Linux v5.15.0-102-generic amd64
00:32:54.837 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v19.0.2+7-Ubuntu-0ubuntu322.04
00:32:54.837 INFO  GenotypeGVCFs - Start Date/Time: May 4, 2024 at 12:32:54 AM UTC
00:32:54.837 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.837 INFO  GenotypeGVCFs - ------------------------------------------------------------
00:32:54.839 INFO  GenotypeGVCFs - HTSJDK Version: 4.1.0
00:32:54.839 INFO  GenotypeGVCFs - Picard Version: 3.1.1
00:32:54.839 INFO  GenotypeGVCFs - Built for Spark Version: 3.5.0
00:32:54.840 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
00:32:54.840 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
00:32:54.840 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
00:32:54.841 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
00:32:54.841 INFO  GenotypeGVCFs - Deflater: IntelDeflater
00:32:54.841 INFO  GenotypeGVCFs - Inflater: IntelInflater
00:32:54.842 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
00:32:54.842 INFO  GenotypeGVCFs - Requester pays: disabled
00:32:54.843 INFO  GenotypeGVCFs - Initializing engine
00:32:55.391 INFO  FeatureManager - Using codec VCFCodec to read file file:///export/home/andrew/genome/analysis_onelane/called.chr1.recal.g.vcf.gz
00:32:55.690 INFO  IntervalArgumentCollection - Processing 248956422 bp from intervals
00:32:55.753 INFO  GenotypeGVCFs - Done initializing engine
00:32:55.942 INFO  ProgressMeter - Starting traversal
00:32:55.944 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
00:38:16.236 INFO  ProgressMeter -       chr1:101760935              5.3              14593000        2733693.0
00:38:26.237 INFO  ProgressMeter -       chr1:105318255              5.5              15044000        2732846.3
00:38:36.239 INFO  ProgressMeter -       chr1:108653888              5.7              15503000        2733459.9
00:38:46.254 INFO  ProgressMeter -       chr1:111738124              5.8              15969000        2735128.1
00:38:56.267 INFO  ProgressMeter -       chr1:114858918              6.0              16440000        2737543.8
00:39:06.272 INFO  ProgressMeter -       chr1:117888351              6.2              16907000        2739247.4
00:39:16.295 INFO  ProgressMeter -       chr1:123054902              6.3              17361000        2738680.9
00:39:26.309 INFO  ProgressMeter -       chr1:147305738              6.5              17767000        2730835.8
00:39:36.317 INFO  ProgressMeter -       chr1:151689742              6.7              18243000        2733907.5
00:39:46.317 INFO  ProgressMeter -       chr1:154916580              6.8              18711000        2735713.0
00:39:56.325 INFO  ProgressMeter -       chr1:157982785              7.0              19188000        2738658.5
00:40:06.343 INFO  ProgressMeter -       chr1:161039308              7.2              19654000        2739876.3
00:40:16.347 INFO  ProgressMeter -       chr1:164050039              7.3              20121000        2741262.0
00:40:26.364 INFO  ProgressMeter -       chr1:167299126              7.5              20581000        2741574.5
00:40:36.369 INFO  ProgressMeter -       chr1:170343577              7.7              21053000        2743508.7
00:40:46.374 INFO  ProgressMeter -       chr1:173362110              7.8              21521000        2744850.5
00:40:56.388 INFO  ProgressMeter -       chr1:176393855              8.0              21996000        2746959.1
00:41:06.390 INFO  ProgressMeter -       chr1:179644580              8.2              22470000        2748926.5
00:41:16.394 INFO  ProgressMeter -       chr1:182777059              8.3              22941000        2750444.6
00:41:26.397 INFO  ProgressMeter -       chr1:185881798              8.5              23419000        2752731.4
00:41:36.402 INFO  ProgressMeter -       chr1:189097575              8.7              23884000        2753421.0
00:41:46.413 INFO  ProgressMeter -       chr1:192548288              8.8              24348000        2753940.4
00:41:56.419 INFO  ProgressMeter -       chr1:195692692              9.0              24812000        2754471.1
00:42:06.430 INFO  ProgressMeter -       chr1:198920310              9.2              25284000        2755819.4
00:42:16.443 INFO  ProgressMeter -       chr1:202030901              9.3              25750000        2756472.4
00:42:26.445 INFO  ProgressMeter -       chr1:205176140              9.5              26217000        2757260.7
00:42:36.454 INFO  ProgressMeter -       chr1:208400053              9.7              26688000        2758406.8
00:42:46.464 INFO  ProgressMeter -       chr1:211558845              9.8              27159000        2759500.1
00:42:56.469 INFO  ProgressMeter -       chr1:214605063             10.0              27631000        2760684.4
00:43:06.484 INFO  ProgressMeter -       chr1:218057723             10.2              28097000        2761195.0
00:43:16.491 INFO  ProgressMeter -       chr1:221459577             10.3              28578000        2763175.1
00:43:26.505 INFO  ProgressMeter -       chr1:224760603             10.5              29062000        2765347.0
00:43:36.512 INFO  ProgressMeter -       chr1:227969489             10.7              29554000        2768230.7
00:43:46.519 INFO  ProgressMeter -       chr1:231486642             10.8              30043000        2770749.0
00:43:56.521 INFO  ProgressMeter -       chr1:234828111             11.0              30528000        2772848.6
00:44:06.539 INFO  ProgressMeter -       chr1:237954311             11.2              31002000        2773835.2
00:44:16.548 INFO  ProgressMeter -       chr1:241632092             11.3              31485000        2775622.8
00:44:26.549 INFO  ProgressMeter -       chr1:245098921             11.5              31963000        2776956.4
00:44:36.569 INFO  ProgressMeter -       chr1:248707802             11.7              32445000        2778519.2
00:44:37.030 INFO  ProgressMeter -       chr1:248943535             11.7              32469304        2778772.1
00:44:37.031 INFO  ProgressMeter - Traversal complete. Processed 32469304 total variants in 11.7 minutes.
00:44:37.072 INFO  GenotypeGVCFs - Shutting down engine
[May 4, 2024 at 12:44:37 AM UTC] org.broadinstitute.hellbender.tools.walkers.GenotypeGVCFs done. Elapsed time: 11.71 minutes.
Runtime.totalMemory()=671088640
Stage 5: Genotyped chrom
